Entity,Code,Year,"Crude marriage rate (marriages per 1,000 people)"
Switzerland,CHE,2015,5
Switzerland,CHE,2016,5
Switzerland,CHE,2017,4.8
Switzerland,CHE,2018,4.8
Switzerland,CHE,2019,4.5
Switzerland,CHE,2020,4.1
Turkey,TUR,1980,8.2
Turkey,TUR,2003,7.1
Turkey,TUR,2004,9.2
Turkey,TUR,2005,9.5
Turkey,TUR,2006,9.2
Turkey,TUR,2007,9.1
Turkey,TUR,2008,9
Turkey,TUR,2009,8.2
Turkey,TUR,2010,8
Turkey,TUR,2011,8
Turkey,TUR,2012,8
Turkey,TUR,2013,7.9
Turkey,TUR,2014,7.8
Turkey,TUR,2015,7.7
Turkey,TUR,2016,7.5
Turkey,TUR,2017,7.1
Turkey,TUR,2018,6.8
Turkey,TUR,2019,6.6
Turkey,TUR,2020,5.8
United Kingdom,GBR,1960,7.5
United Kingdom,GBR,1961,7.5
United Kingdom,GBR,1962,7.5
United Kingdom,GBR,1963,7.5
United Kingdom,GBR,1964,7.6
United Kingdom,GBR,1965,7.8
United Kingdom,GBR,1966,8
United Kingdom,GBR,1967,8
United Kingdom,GBR,1968,8.4
United Kingdom,GBR,1969,8.1
United Kingdom,GBR,1970,8.5
United Kingdom,GBR,1971,8.2
United Kingdom,GBR,1972,8.6
United Kingdom,GBR,1973,8.1
United Kingdom,GBR,1974,7.8
United Kingdom,GBR,1975,7.7
United Kingdom,GBR,1976,7.2
United Kingdom,GBR,1977,7.2
United Kingdom,GBR,1978,7.4
United Kingdom,GBR,1979,7.4
United Kingdom,GBR,1980,7.4
United Kingdom,GBR,1981,7.1
United Kingdom,GBR,1982,6.9
United Kingdom,GBR,1983,6.9
United Kingdom,GBR,1984,7
United Kingdom,GBR,1985,7
United Kingdom,GBR,1986,7
United Kingdom,GBR,1987,7
United Kingdom,GBR,1988,6.9
United Kingdom,GBR,1989,6.9
United Kingdom,GBR,1990,6.6
United Kingdom,GBR,1991,6.1
United Kingdom,GBR,1992,6.2
United Kingdom,GBR,1993,5.9
United Kingdom,GBR,1994,5.7
United Kingdom,GBR,1995,5.6
United Kingdom,GBR,1996,5.5
United Kingdom,GBR,1997,5.3
United Kingdom,GBR,1998,5.2
United Kingdom,GBR,1999,5.1
United Kingdom,GBR,2000,5.2
United Kingdom,GBR,2001,4.8
United Kingdom,GBR,2002,4.9
United Kingdom,GBR,2003,5.2
United Kingdom,GBR,2007,4.5
United Kingdom,GBR,2008,4.4
United Kingdom,GBR,2009,4.3
United Kingdom,GBR,2010,4.4
United Kingdom,GBR,2011,4.4
United Kingdom,GBR,2012,4.7
United Kingdom,GBR,2013,4.2
United Kingdom,GBR,2014,4.4
United Kingdom,GBR,2015,4.2
United Kingdom,GBR,2016,4.3
United Kingdom,GBR,2017,4.1
United Kingdom,GBR,2018,4
United Kingdom,GBR,2019,3.7
United States,USA,1886,9.2
United States,USA,1887,8.7
United States,USA,1889,9.1
United States,USA,1890,9
United States,USA,1892,9.2
United States,USA,1893,9
United States,USA,1894,8.6
United States,USA,1895,8.9
United States,USA,1896,9
United States,USA,1897,8.9
United States,USA,1898,8.8
United States,USA,1899,9
United States,USA,1902,9.8
United States,USA,1903,10.1
United States,USA,1904,9.9
United States,USA,1905,10
United States,USA,1906,10.5
United States,USA,1907,10.8
United States,USA,1908,9.7
United States,USA,1909,9.9
United States,USA,1910,10.3
United States,USA,1912,10.5
United States,USA,1913,10.5
United States,USA,1914,10.3
United States,USA,1915,10
United States,USA,1916,10.6
United States,USA,1917,11.1
United States,USA,1918,9.7
United States,USA,1919,11
United States,USA,1920,12
United States,USA,1922,10.3
United States,USA,1923,11
United States,USA,1924,10.4
United States,USA,1925,10.3
United States,USA,1926,10.2
United States,USA,1927,10.1
United States,USA,1928,9.8
United States,USA,1929,10.1
United States,USA,1930,9.2
United States,USA,1932,7.9
United States,USA,1933,8.7
United States,USA,1934,10.3
United States,USA,1935,10.4
United States,USA,1936,10.7
United States,USA,1937,11.3
United States,USA,1938,10.3
United States,USA,1939,10.7
United States,USA,1940,12.1
United States,USA,1942,13.2
United States,USA,1943,11.8
United States,USA,1944,11
United States,USA,1945,12.1
United States,USA,1946,16.4
United States,USA,1947,13.9
United States,USA,1948,12.4
United States,USA,1949,10.6
United States,USA,1950,11.1
United States,USA,1951,10.4
United States,USA,1952,9.9
United States,USA,1953,9.8
United States,USA,1954,9.2
United States,USA,1955,9.3
United States,USA,1956,9.5
United States,USA,1957,8.9
United States,USA,1958,8.4
United States,USA,1959,8.5
United States,USA,1960,8.5
United States,USA,1961,8.5
United States,USA,1962,8.5
United States,USA,1963,8.8
United States,USA,1964,9
United States,USA,1965,9.3
United States,USA,1966,9.5
United States,USA,1967,9.7
United States,USA,1968,10.4
United States,USA,1969,10.6
United States,USA,1970,10.6
United States,USA,1971,10.6
United States,USA,1972,10.9
United States,USA,1973,10.8
United States,USA,1974,10.5
United States,USA,1975,10
United States,USA,1976,9.9
United States,USA,1977,9.9
United States,USA,1978,10.3
United States,USA,1979,10.4
United States,USA,1980,10.6
United States,USA,1981,10.6
United States,USA,1982,10.6
United States,USA,1983,10.5
United States,USA,1984,10.5
United States,USA,1985,10.1
United States,USA,1986,10
United States,USA,1987,9.9
United States,USA,1988,9.8
United States,USA,1989,9.7
United States,USA,1991,9.2
United States,USA,1992,9
United States,USA,1993,9.1
United States,USA,1994,8.9
United States,USA,1995,8.9
United States,USA,1996,8.8
United States,USA,1997,8.9
United States,USA,1998,8.3
United States,USA,1999,8.6
United States,USA,2000,8.2
United States,USA,2001,8.2
United States,USA,2002,8
United States,USA,2003,7.7
United States,USA,2004,7.8
United States,USA,2005,7.6
United States,USA,2006,7.5
United States,USA,2007,7.3
United States,USA,2008,7.1
United States,USA,2009,6.8
United States,USA,2010,6.8
United States,USA,2011,6.8
United States,USA,2012,6.8
United States,USA,2013,6.8
United States,USA,2014,6.9
United States,USA,2015,6.9
United States,USA,2016,7
United States,USA,2017,6.9
United States,USA,2018,6.5
United States,USA,2019,6.1
United States,USA,2020,5.1
